App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
AJ Player,VIDEO_PLAYERS,1.1436366369231927,-0.15987184791533696,-0.37770718082978505,-0.16896596054221552,Free,-0.06305416804317218,Everyone,Video Players & Editors,"April 22, 2018",1.6.3.1,5.0 and up,Free,Excellent,Low,Small
AJ RETAILS,SHOPPING,1.5074519684789958,-0.15987700958631443,1.3840227949345447,-0.16896790421432614,Free,-0.06305416804317218,Everyone,Shopping,"June 1, 2018",18060104,2.2 and up,Free,Excellent,Low,Large
Hey AJ! It's Bedtime!,FAMILY,1.5074519684789958,-0.15988159773829438,0.2678041611567864,-0.16896790421432614,Paid,0.21873037195765058,Everyone,Education,"April 4, 2018",1.0.59,2.3 and up,Paid,Excellent,Low,Large
AJ Percent Off Calculator,SHOPPING,0.41600597381158794,-0.15980531971162734,0.07825760070395954,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Shopping,"June 4, 2013",1.2,2.2 and up,Free,Excellent,Medium,Large
AJ Men's Grooming,LIFESTYLE,1.5074519684789958,-0.1598810242192969,-0.1639407820968748,-0.16896596054221552,Free,-0.06305416804317218,Everyone,Lifestyle,"August 28, 2017",5,4.1 and up,Free,Excellent,Low,Medium
Watch Face Swiss AJ-6,PERSONALIZATION,-0.1297170235221176,-0.15987012735834447,-0.3576994883375422,-0.16896596054221552,Paid,-0.007149018824572079,Everyone,Personalization,"September 20, 2017",1.35,4.3 and up,Paid,Excellent,Low,Small
AJ Styles HD Wallpapers,ART_AND_DESIGN,1.1436366369231927,-0.15985464234541205,-0.13234968868807032,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Art & Design,"August 4, 2018",1.1.1,4.1 and up,Free,Excellent,Medium,Medium
AJ Gray Icon Pack,PERSONALIZATION,1.1436366369231927,-0.1598793036623044,-0.027046043992055388,-0.16896704036005475,Paid,-0.007149018824572079,Everyone,Personalization,"April 22, 2018",1.1,4.1 and up,Paid,Excellent,Low,Large
AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,-0.3116246893000184,-0.15987184791533696,-0.3576994883375422,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Art & Design,"March 22, 2018",1.1,4.0 and up,Free,Good,Low,Small
AJ Gray Dark Icon Pack,PERSONALIZATION,1.5074519684789958,-0.1598810242192969,-0.027046043992055388,-0.16896790421432614,Paid,-0.007149018824572079,Everyone,Personalization,"April 29, 2018",1.1,4.1 and up,Paid,Excellent,Low,Large
Little Pets Animal Guardians,FAMILY,0.7798213053673895,-0.1490466768375867,0.5626543663056283,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Casual;Pretend Play,"June 9, 2018",1.4.1,4.0.3 and up,Free,Excellent,Medium,Large
AJ Blue Icon Pack,PERSONALIZATION,1.5074519684789958,-0.1598798771813019,-0.06916750187046136,-0.16896704036005475,Paid,-0.007149018824572079,Everyone,Personalization,"April 27, 2018",1.1,4.1 and up,Paid,Excellent,Low,Large
My Wild Pet: Online Animal Sim,FAMILY,0.5979136395894887,-0.1444453339206707,0.3099256190351924,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Casual;Pretend Play,"March 17, 2017",2.7,4.0.3 and up,Free,Excellent,High,Large
AJ Rafael Music Lessons,FAMILY,1.5074519684789958,-0.15988159773829438,-0.3092598117773754,-0.16896790421432614,Free,-0.06305416804317218,Everyone,Entertainment,"November 29, 2017",1.2.1,4.1 and up,Free,Excellent,Low,Small
How it works: AK-74N,FAMILY,0.41600597381158794,-0.1592908731708728,0.10984869411276402,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Entertainment,"January 9, 2018",2.1.9f0,4.0.3 and up,Free,Excellent,Medium,Large
AK-47: Simulator and Shooting,FAMILY,-0.3116246893000184,-0.15968430720315552,-0.24818369785368674,-0.1668084844994257,Free,-0.06305416804317218,Everyone 10+,Simulation,"November 11, 2016",1.3.0,3.0 and up,Free,Good,Medium,Medium
AK-47 Sounds,FAMILY,-0.49353235507792,-0.15950594279493405,-0.36507074346626334,-0.1581699417855526,Free,-0.06305416804317218,Everyone 10+,Entertainment,"September 14, 2016",2.0,2.3.3 and up,Free,Good,High,Small
AK 47 Live Wallpaper,PERSONALIZATION,-0.1297170235221176,-0.15954666264375633,-0.3492751967618611,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Personalization,"June 20, 2018",1.3,4.1 and up,Free,Excellent,Medium,Small
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,1.1436366369231927,-0.15987012735834447,0.5415936373664252,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Arcade,"March 30, 2018",0.46.91,4.4 and up,Free,Excellent,Low,Large
AK Interactive,FAMILY,0.23409830803368553,-0.15946120831312932,-0.25871406232328825,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Entertainment,"July 12, 2018",2.5,4.0 and up,Free,Excellent,Medium,Medium
AK-47 sounds,FAMILY,-0.49353235507792,-0.1598781566243094,-0.355593415443622,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Entertainment,"June 18, 2018",568,4.0 and up,Free,Good,Low,Small
Wallpapers AK 47 Guns,PERSONALIZATION,0.5979136395894887,-0.1598609510543845,-0.23765333338408526,-0.16886013839397057,Free,-0.06305416804317218,Teen,Personalization,"February 26, 2017",1.0,4.1 and up,Free,Excellent,Medium,Medium
AK-47 Assault Rifle,FAMILY,-0.8573476866337223,-0.15978754062270492,-0.13234968868807032,-0.16875215661004717,Free,-0.06305416804317218,Teen,Entertainment,"April 26, 2015",1.0,2.3 and up,Free,Good,Medium,Medium
Crisis Action: 2018 NO.1 FPS,GAME,0.23409830803368553,0.30307727501597986,-0.03757640846165688,0.04699544766893367,Free,-0.06305416804317218,Teen,Action,"July 11, 2018",3.0.2,4.0.3 and up,Free,Excellent,High,Large
AK 47 Guns Wallpaper,PERSONALIZATION,0.05219064225578477,-0.15969749814009795,-0.3240023220348175,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Personalization,"May 29, 2017",1.0,4.1 and up,Free,Excellent,Medium,Small
AK-47 3D,GAME,-0.8573476866337223,-0.1598299810285197,-0.1428800531576718,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Action,"December 25, 2016",3.2,2.3 and up,Free,Good,Medium,Medium
Book of AK-47,LIFESTYLE,-0.6754400208558216,-0.15987873014330692,-0.35980556123146257,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Lifestyle,"March 1, 2016",1.0.2,4.0.3 and up,Free,Good,Low,Small
Weapon stripping 3D,FAMILY,0.7798213053673895,-0.14613434736829847,-0.1428800531576718,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Simulation,"August 4, 2018",39.231,4.1 and up,Free,Excellent,High,Medium
Weapon AK-74 Live Wallpaper,PERSONALIZATION,-1.5849783497453287,-0.15986783328235446,0.08878796517356104,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Personalization,"March 28, 2017",1.2,4.0.3 and up,Free,Good,Low,Large
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,-2.1307013470790324,-0.1598810242192969,-0.048106772931258375,-0.16896596054221552,Free,-0.06305416804317218,Everyone,Simulation,"July 18, 2018",1.0,4.1 and up,Free,Average,Low,Large
Counter Terrorist Attack,GAME,-0.49353235507792,-0.07618797043360084,0.05719687176475655,0.04699544766893367,Free,-0.06305416804317218,Teen,Action,"May 31, 2018",5.3.2,2.3 and up,Free,Good,High,Large
RULES OF SURVIVAL,GAME,0.05219064225578477,0.6104146353945119,0.19409160986957597,0.04699544766893367,Free,-0.06305416804317218,Teen,Action,"August 1, 2018",1.180271.184729,4.0 and up,Free,Excellent,High,Large
AK47 Assault Rifle,TOOLS,-0.49353235507792,-0.15985120123142707,-0.3661237799132235,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Tools,"May 2, 2015",1.0.0.1,2.2 and up,Free,Good,Medium,Small
Weapons simulator AK-47,FAMILY,-0.1297170235221176,-0.15987012735834447,-0.12181932421846882,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Simulation,"May 15, 2017",1,4.1 and up,Free,Excellent,Medium,Medium
AK 47 Lock Screen,PERSONALIZATION,0.7798213053673895,-0.1598793036623044,-0.30294159309561447,-0.16895732199950164,Free,-0.06305416804317218,Mature 17+,Personalization,"February 11, 2018",1.0,4.0.3 and up,Free,Excellent,Low,Small
AK Phone,COMMUNICATION,0.41600597381158794,-0.15987700958631443,-0.3513812696557813,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Communication,"May 29, 2017",3.8.8,2.2 and up,Free,Excellent,Medium,Small
AK Booster,TOOLS,-0.6754400208558216,-0.15984145140846961,-0.3218962491408972,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Tools,"May 2, 2018",2.0.1.966,4.4 and up,Free,Good,Medium,Small
GUN ZOMBIE,GAME,0.41600597381158794,-0.0204476590668965,0.00454504941674909,-0.06098633625448016,Free,-0.06305416804317218,Teen,Arcade,"October 17, 2014",5.3,2.3 and up,Free,Excellent,High,Large
AK Lodi Films,VIDEO_PLAYERS,1.325544302701095,-0.15986898032034946,-0.3734950350419445,-0.16896596054221552,Free,-0.06305416804317218,Everyone,Video Players & Editors,"August 11, 2015",1.1,4.0 and up,Free,Excellent,Low,Small
Gun Mod: Guns in Minecraft PE,FAMILY,-1.039255352411624,-0.14049034691393344,-0.26924442679288974,-0.06098633625448016,Free,-0.06305416804317218,Teen,Entertainment,"July 30, 2018",2.5,4.1 and up,Free,Good,High,Medium
Kymco AK 550,AUTO_AND_VEHICLES,0.23409830803368553,-0.15985521586440954,0.21515233880877896,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Auto & Vehicles,"November 11, 2016",1.0,2.3 and up,Free,Excellent,Low,Large
AK Math Coach,FAMILY,-1.039255352411624,-0.15971986538100033,-0.20606223997528075,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Education,"May 19, 2015",1.3,2.3.3 and up,Free,Good,Medium,Medium
Shoot Strike War Fire,GAME,-0.1297170235221176,-0.11237931325163265,-0.1850015110360778,0.04699544766893367,Free,-0.06305416804317218,Teen,Arcade,"July 13, 2018",1.1.5,4.0 and up,Free,Excellent,High,Medium
AL.com,NEWS_AND_MAGAZINES,-1.403070683967427,-0.15942163550230204,-0.3113658846712957,-0.16788830233865984,Free,-0.06305416804317218,Everyone 10+,News & Magazines,"July 23, 2018",3.7.10-0d44b899,4.1 and up,Free,Good,Medium,Small
University of Alabama,FAMILY,0.5979136395894887,-0.15970896852004787,-0.36401770701930314,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Education,"November 30, 2017",3.3,4.1 and up,Free,Excellent,Medium,Small
Alabama Gameday Live,SPORTS,0.9617289711452919,-0.15987127439633944,-0.26924442679288974,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Sports,"May 18, 2018",2.0.1,4.2 and up,Free,Excellent,Low,Medium
AL.com: Alabama Football News,SPORTS,0.5979136395894887,-0.1596189260374409,-0.3113658846712957,-0.16875215661004717,Free,-0.06305416804317218,Everyone 10+,Sports,"July 23, 2018",3.7.10-0d44b899,4.1 and up,Free,Excellent,Medium,Small
Alabama Road Trips,TRAVEL_AND_LOCAL,0.41600597381158794,-0.15984145140846961,-0.10075859527926584,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Travel & Local,"October 27, 2017",1.8.7,4.0 and up,Free,Excellent,Medium,Medium
Alabama DMV Permit Test - AL,FAMILY,0.23409830803368553,-0.1597571441158376,-0.09022823080966434,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up,Free,Excellent,Medium,Medium
Al-Quran (Free),BOOKS_AND_REFERENCE,0.7798213053673895,-0.03459637273514011,-0.3461160874209806,0.04699544766893367,Free,-0.06305416804317218,Everyone,Books & Reference,"May 20, 2018",3.2.3,4.0 and up,Free,Excellent,High,Small
Official AL Fishing & Hunting,TRAVEL_AND_LOCAL,0.05219064225578477,-0.15914175823152366,0.025605778355952076,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Travel & Local,"October 18, 2017",5.29.77 Domain 427,4.4 and up,Free,Excellent,Medium,Large
Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,1.1436366369231927,-0.12696218080098126,-0.24818369785368674,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"July 30, 2018",1.6.5,4.0 and up,Free,Excellent,High,Medium
Al Quran Indonesia,BOOKS_AND_REFERENCE,1.1436366369231927,0.09576736299084747,-0.22712296891448375,0.04699544766893367,Free,-0.06305416804317218,Everyone,Books & Reference,"May 15, 2018",2.6.22,4.0 and up,Free,Excellent,High,Medium
Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,0.7798213053673895,0.04760553165706452,-0.2934642650729732,0.04699544766893367,Free,-0.06305416804317218,Everyone,Books & Reference,"May 30, 2018",4.1,2.3 and up,Free,Excellent,High,Small
Al Quran Al karim,BOOKS_AND_REFERENCE,0.7798213053673895,-0.13601919280944916,0.12037905858236551,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"November 5, 2017",1.1.7,2.2 and up,Free,Excellent,High,Large
Al jazeera TV,FAMILY,0.7798213053673895,-0.15417451019420472,-0.3566464518905821,-0.1668084844994257,Free,-0.06305416804317218,Teen,Entertainment,"July 5, 2016",1.0.0,4.0.3 and up,Free,Excellent,Medium,Small
Al-Muhaffiz,BOOKS_AND_REFERENCE,0.9617289711452919,-0.15855218070209703,-0.11128895974886734,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Books & Reference,"April 22, 2018",10.10,4.1 and up,Free,Excellent,Medium,Medium
Al Quran Audio (Full 30 Juz),FAMILY,0.9617289711452919,-0.15536398859501288,-0.3576994883375422,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Education,"May 29, 2017",4.0,2.3 and up,Free,Excellent,High,Small
Quran for All (Al-Huda Int.),FAMILY,1.1436366369231927,-0.15604188805005398,-0.33979786873921974,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Education,"February 7, 2018",3.1.0,4.0 and up,Free,Excellent,Medium,Small
AL Voice Recorder,PRODUCTIVITY,-1.039255352411624,-0.15711092746138783,-0.37033592570106405,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Productivity,"November 22, 2016",2.1.7.3,3.0 and up,Free,Good,High,Small
Ayat - Al Quran,FAMILY,0.9617289711452919,-0.06043741820534895,-0.30610070243649495,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Education,"March 13, 2018",2.9.1,4.0 and up,Free,Excellent,High,Small
Quran Juz-30 - Mahad al Zahra,FAMILY,0.7798213053673895,-0.15836005183793564,-0.32505535848177763,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Education,"November 2, 2016",1.10.0,2.2 and up,Free,Excellent,Medium,Small
Al Mayadeen,NEWS_AND_MAGAZINES,0.9617289711452919,-0.15207084251138683,-0.3008355202016942,-0.1581699417855526,Free,-0.06305416804317218,Everyone,News & Magazines,"April 16, 2018",2.137,4.1 and up,Free,Excellent,High,Small
Al-Quran Al-Muallim,FAMILY,0.5979136395894887,-0.15976804097679004,2.4054681484858893,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"September 11, 2013",1.0beta,2.2 and up,Free,Excellent,Medium,Large
Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,0.5979136395894887,-0.15281527017013755,-0.11128895974886734,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"December 17, 2016",3.0,2.3 and up,Free,Excellent,High,Medium
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,1.1436366369231927,-0.14293411136226689,0.3099256190351924,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"April 6, 2018",1.0.7,4.0.3 and up,Free,Excellent,High,Large
Al Quran MP3 - Quran Reading®,FAMILY,0.9617289711452919,-0.13266123907910599,-0.1639407820968748,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Education,"April 24, 2018",4.4,4.0.3 and up,Free,Excellent,High,Medium
Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,0.9617289711452919,-0.15911365580064632,-0.2797747912624912,-0.16875215661004717,Paid,0.19049544810987273,Everyone,Books & Reference,"May 16, 2018",4.0.5,2.2 and up,Paid,Excellent,Medium,Medium
Hafizi Quran 15 lines per page,BOOKS_AND_REFERENCE,0.9617289711452919,-0.12833231768600087,0.3204559835047939,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"November 2, 2017",1.1.3,4.1 and up,Free,Excellent,High,Large
Al-Quran Ahmad Saud Offline,FAMILY,0.9617289711452919,-0.15580101007110536,0.025605778355952076,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Education,"August 9, 2016",1.0,2.3.3 and up,Free,Excellent,Medium,Large
12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,0.9617289711452919,-0.15944687033819188,-0.23765333338408526,-0.16788830233865984,Free,-0.06305416804317218,Everyone 10+,Lifestyle,"January 22, 2018",1.4.5,4.1 and up,Free,Excellent,Medium,Medium
Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,0.9617289711452919,-0.15886302799874025,-0.1534104176272733,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Books & Reference,"February 15, 2015",1.1,2.2 and up,Free,Excellent,Medium,Medium
Taha Al Junaid Quran Mp3,LIFESTYLE,0.7798213053673895,-0.1595850884165886,-0.3513812696557813,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Lifestyle,"March 25, 2017",1.1,2.3.3 and up,Free,Excellent,Medium,Small
Surah Al-Waqiah,BOOKS_AND_REFERENCE,0.9617289711452919,-0.15919337494129834,-0.36507074346626334,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Books & Reference,"June 24, 2015",1.0,2.3.3 and up,Free,Excellent,Medium,Small
Hisnul Al Muslim - Hisn Invocations & Adhkaar,BOOKS_AND_REFERENCE,0.7798213053673895,-0.15802741081938756,0.49947217948801925,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Books & Reference,"December 26, 2017",1.7.22,4.1 and up,Free,Excellent,Medium,Large
I am rich,LIFESTYLE,-0.6754400208558216,-0.1578478993731711,-0.37665414438282496,-0.1668084844994257,Paid,22.52432021170214,Everyone,Lifestyle,"January 12, 2018",2.0,4.0.3 and up,Paid,Good,Medium,Small
I AM RICH,FAMILY,-0.49353235507792,-0.1590477011159342,-0.38402539951154596,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Entertainment,"October 11, 2017",1.0,2.3 and up,Free,Good,Medium,Small
Amazon for Tablets,SHOPPING,-0.3116246893000184,-0.07868105751571901,-0.1639407820968748,0.04699544766893367,Free,-0.06305416804317218,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,Free,Good,High,Medium
I am Rich Plus,FAMILY,-0.3116246893000184,-0.15939123899543473,-0.30399462954257467,-0.16875215661004717,Paid,22.52432021170214,Everyone,Entertainment,"May 19, 2018",3.0,4.4 and up,Paid,Good,Medium,Small
I am rich VIP,LIFESTYLE,-0.6754400208558216,-0.15964645494932075,-0.36822985280714376,-0.16875215661004717,Paid,16.87733544214657,Everyone,Lifestyle,"July 21, 2018",1.1.1,4.3 and up,Paid,Good,Medium,Small
I Am Rich Premium,FINANCE,-0.1297170235221176,-0.15881141128896556,-0.3461160874209806,-0.16788830233865984,Paid,22.52432021170214,Everyone,Finance,"November 12, 2017",1.6,4.0 and up,Paid,Excellent,Medium,Small
I am extremely Rich,LIFESTYLE,-2.3126090128569343,-0.15985865697839452,-0.36507074346626334,-0.1689465238211093,Paid,21.394923257791024,Everyone,Lifestyle,"July 1, 2018",1.0,4.0 and up,Paid,Average,Low,Small
I am Rich!,FINANCE,-0.6754400208558216,-0.1598288339905247,-0.1639407820968748,-0.1689465238211093,Paid,22.52432021170214,Everyone,Finance,"December 11, 2017",1.0,4.1 and up,Paid,Good,Low,Medium
I am rich(premium),FINANCE,-1.2211630181895254,-0.15961147029047346,9.766192912737333,-0.16886013839397057,Paid,22.52432021170214,Everyone,Finance,"May 1, 2017",3.4,4.4 and up,Paid,Good,Medium,Large
I am Rich Person,LIFESTYLE,0.05219064225578477,-0.15980531971162734,-0.37665414438282496,-0.1689465238211093,Paid,2.0822353459109872,Everyone,Lifestyle,"July 18, 2017",1.0,4.0.3 and up,Paid,Excellent,Low,Small
I am Rich Premium Plus,FINANCE,0.7798213053673895,-0.1596189260374409,-0.3745480714889047,-0.16875215661004717,Paid,1.0093082396954298,Everyone,Finance,"February 17, 2018",1.1,4.0.3 and up,Paid,Excellent,Medium,Small
I Am Rich Pro,FAMILY,0.41600597381158794,-0.15976689393879506,-0.36717681636018357,-0.16886013839397057,Paid,22.52432021170214,Everyone,Entertainment,"May 30, 2017",1.54,1.6 and up,Paid,Excellent,Medium,Small
I Am Innocent,GAME,0.41600597381158794,-0.04030288676023228,0.19409160986957597,-0.14737176339321123,Free,-0.06305416804317218,Teen,Adventure,"July 23, 2018",2.8.307,4.0.3 and up,Free,Excellent,High,Large
I am rich (Most expensive app),FINANCE,-0.1297170235221176,-0.1598081873066148,-0.36717681636018357,-0.1689465238211093,Paid,22.52432021170214,Teen,Finance,"December 6, 2017",2,4.0.3 and up,Paid,Excellent,Low,Small
i am rich,BUSINESS,-0.49353235507792,-0.1597600117108251,-0.36507074346626334,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Business,"June 9, 2018",1.0,4.0 and up,Free,Good,Low,Small
I Am Rich,FAMILY,-1.039255352411624,-0.1597577176348351,-0.3440100145270603,-0.16875215661004717,Paid,21.95962173474658,Everyone,Entertainment,"June 22, 2018",1.5,4.2 and up,Paid,Good,Medium,Small
I am Bread,GAME,-0.3116246893000184,-0.15952085428886897,-0.1850015110360778,-0.16875215661004717,Paid,0.21873037195765058,Everyone,Adventure,"October 26, 2016",1.6.1,4.4 and up,Paid,Good,Medium,Medium
Where Am I At?,TRAVEL_AND_LOCAL,-0.6754400208558216,-0.15985980401638952,-0.26924442679288974,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Travel & Local,"October 8, 2016",1.2,4.1 and up,Free,Good,Medium,Medium
I am Rich,FINANCE,0.23409830803368553,-0.15977893783774247,-0.355593415443622,-0.16886013839397057,Paid,22.52432021170214,Everyone,Finance,"March 22, 2018",1.0,4.2 and up,Paid,Excellent,Medium,Small
Where Am I? GPS Loc,TRAVEL_AND_LOCAL,0.7798213053673895,-0.1598431719654621,-0.3513812696557813,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Travel & Local,"November 14, 2017",5.0,4.0.3 and up,Free,Excellent,Medium,Small
I am Millionaire - Richest guy in the town,LIFESTYLE,-1.039255352411624,-0.1598099078636073,-0.3808662901706656,-0.16886013839397057,Paid,0.07755575271876143,Everyone,Lifestyle,"June 22, 2018",8,4.1 and up,Paid,Good,Medium,Small
Coast To Coast AM Insider,NEWS_AND_MAGAZINES,-0.49353235507792,-0.1572548807297595,-0.17447114656647628,-0.1668084844994257,Free,-0.06305416804317218,Everyone,News & Magazines,"January 4, 2018",5.0.108,4.4 and up,Free,Good,Medium,Medium
I AM RICH PRO PLUS,FINANCE,-0.3116246893000184,-0.159861524573382,0.036136142825553566,-0.1689465238211093,Paid,22.52432021170214,Everyone,Finance,"June 25, 2018",1.0.2,4.1 and up,Paid,Good,Low,Large
I Am Wizard,FAMILY,0.05219064225578477,-0.1590259073940293,0.20462197433917745,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Strategy,"April 1, 2018",1.0.9,4.1 and up,Free,Excellent,Medium,Large
What Am I? - Brain Teasers,GAME,0.05219064225578477,-0.15728011556564936,-0.23765333338408526,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Trivia,"April 5, 2017",2.2,4.0.3 and up,Free,Excellent,Medium,Medium
Who am I? (Biblical),GAME,0.5979136395894887,-0.15652765864093368,-0.34190394163314003,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Trivia,"September 13, 2017",1.2.2_comAds,4.0.3 and up,Free,Excellent,High,Small
DWWW 774 Ultimate AM Radio,NEWS_AND_MAGAZINES,0.9617289711452919,-0.15969463054511046,-0.06916750187046136,-0.16875215661004717,Free,-0.06305416804317218,Everyone,News & Magazines,"June 26, 2018",4.0.9,4.1 and up,Free,Excellent,Medium,Large
Anno: Build an Empire,FAMILY,-1.2211630181895254,-0.1404146424062639,-0.10075859527926584,-0.14737176339321123,Free,-0.06305416804317218,Everyone 10+,Strategy,"March 10, 2016",2.0.0,4.1 and up,Free,Good,High,Medium
Vikings: an Archer's Journey,GAME,0.5979136395894887,-0.15400016041896572,0.015075413886350583,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Action,"December 11, 2017",2.1.0,4.3 and up,Free,Excellent,High,Large
Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,0.7798213053673895,-0.1552917252013283,-0.03757640846165688,-0.1668084844994257,Free,-0.06305416804317218,Teen,Lifestyle,"July 31, 2018",3.4.8,4.1 and up,Free,Excellent,Medium,Large
The Sims™ FreePlay,FAMILY,0.23409830803368553,0.37435249546787736,-0.06916750187046136,0.04699544766893367,Free,-0.06305416804317218,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up,Free,Excellent,High,Large
My Emma :),FAMILY,-0.1297170235221176,-0.018888834431700467,0.4046988992616058,0.04699544766893367,Free,-0.06305416804317218,Everyone,Casual,"April 3, 2017",2.7.0,4.1 and up,Free,Excellent,High,Large
League of Gamers - Be an E-Sports Legend!,SPORTS,0.5979136395894887,-0.12084158605969647,0.025605778355952076,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Sports,"July 26, 2018",1.1.7,4.1 and up,Free,Excellent,High,Large
Draw a Stickman: EPIC Free,GAME,0.05219064225578477,-0.039261376260778275,0.08878796517356104,0.04699544766893367,Free,-0.06305416804317218,Everyone 10+,Adventure,"April 10, 2015",1.4.3.104,2.3.3 and up,Free,Excellent,High,Large
My Horse,FAMILY,0.5979136395894887,0.6048125018269641,-0.30399462954257467,0.04699544766893367,Free,-0.06305416804317218,Everyone,Casual,"May 23, 2018",1.34.1,2.3.3 and up,Free,Excellent,High,Small
My Boo - Your Virtual Pet Game,FAMILY,0.41600597381158794,0.3561403997023696,0.4468203571400118,0.04699544766893367,Free,-0.06305416804317218,Everyone,Casual,"August 3, 2018",2.11,4.1 and up,Free,Excellent,High,Large
Create apps fast with beautiful design and no code,BUSINESS,-0.8573476866337223,-0.1462731389656927,-0.1428800531576718,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"May 14, 2018",7.2,4.4 and up,Free,Good,High,Medium
THE KING OF FIGHTERS-A 2012(F),GAME,0.41600597381158794,0.07325960993408945,-0.17447114656647628,-0.06098633625448016,Free,-0.06305416804317218,Teen,Action,"October 21, 2016",1.0.5,4.0.3 and up,Free,Excellent,High,Medium
Diary with lock password,LIFESTYLE,0.23409830803368553,-0.05714255156473041,-0.2934642650729732,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,Free,Excellent,High,Small
Fast like a Fox,GAME,0.23409830803368553,-0.1000130966276088,-0.26924442679288974,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Adventure,"April 17, 2018",1.4.0,4.2 and up,Free,Excellent,High,Medium
Girls Craft: Exploration,FAMILY,-0.6754400208558216,-0.08492954699344556,0.20462197433917745,-0.06098633625448016,Free,-0.06305416804317218,Everyone 10+,Simulation,"August 3, 2018",1.32,4.2 and up,Free,Good,High,Large
