App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
AJ Player,VIDEO_PLAYERS,4.8,18,1.7,100,Free,0,Everyone,Video Players & Editors,"April 22, 2018",1.6.3.1,5.0 and up,Free,Excellent,Low,Small
AJ RETAILS,SHOPPING,5,9,169,10,Free,0,Everyone,Shopping,"June 1, 2018",18060104,2.2 and up,Free,Excellent,Low,Large
Hey AJ! It's Bedtime!,FAMILY,5,1,63,10,Paid,4.99,Everyone,Education,"April 4, 2018",1.0.59,2.3 and up,Paid,Excellent,Low,Large
AJ Percent Off Calculator,SHOPPING,4.4,134,45,10000,Free,0,Everyone,Shopping,"June 4, 2013",1.2,2.2 and up,Free,Excellent,Medium,Large
AJ Men's Grooming,LIFESTYLE,5,2,22,100,Free,0,Everyone,Lifestyle,"August 28, 2017",5,4.1 and up,Free,Excellent,Low,Medium
Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3.6,100,Paid,0.99,Everyone,Personalization,"September 20, 2017",1.35,4.3 and up,Paid,Excellent,Low,Small
AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25,5000,Free,0,Everyone,Art & Design,"August 4, 2018",1.1.1,4.1 and up,Free,Excellent,Medium,Medium
AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35,50,Paid,0.99,Everyone,Personalization,"April 22, 2018",1.1,4.1 and up,Paid,Excellent,Low,Large
AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,4,18,3.6,1000,Free,0,Everyone,Art & Design,"March 22, 2018",1.1,4.0 and up,Free,Good,Low,Small
AJ Gray Dark Icon Pack,PERSONALIZATION,5,2,35,10,Paid,0.99,Everyone,Personalization,"April 29, 2018",1.1,4.1 and up,Paid,Excellent,Low,Large
Little Pets Animal Guardians,FAMILY,4.6,18893,91,100000,Free,0,Everyone,Casual;Pretend Play,"June 9, 2018",1.4.1,4.0.3 and up,Free,Excellent,Medium,Large
AJ Blue Icon Pack,PERSONALIZATION,5,4,31,50,Paid,0.99,Everyone,Personalization,"April 27, 2018",1.1,4.1 and up,Paid,Excellent,Low,Large
My Wild Pet: Online Animal Sim,FAMILY,4.5,26916,67,500000,Free,0,Everyone,Casual;Pretend Play,"March 17, 2017",2.7,4.0.3 and up,Free,Excellent,High,Large
AJ Rafael Music Lessons,FAMILY,5,1,8.2,10,Free,0,Everyone,Entertainment,"November 29, 2017",1.2.1,4.1 and up,Free,Excellent,Low,Small
How it works: AK-74N,FAMILY,4.4,1031,48,100000,Free,0,Everyone,Entertainment,"January 9, 2018",2.1.9f0,4.0.3 and up,Free,Excellent,Medium,Large
AK-47: Simulator and Shooting,FAMILY,4,345,14,100000,Free,0,Everyone 10+,Simulation,"November 11, 2016",1.3.0,3.0 and up,Free,Good,Medium,Medium
AK-47 Sounds,FAMILY,3.9,656,2.9,500000,Free,0,Everyone 10+,Entertainment,"September 14, 2016",2.0,2.3.3 and up,Free,Good,High,Small
AK 47 Live Wallpaper,PERSONALIZATION,4.1,585,4.4,50000,Free,0,Everyone,Personalization,"June 20, 2018",1.3,4.1 and up,Free,Excellent,Medium,Small
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,89,1000,Free,0,Everyone,Arcade,"March 30, 2018",0.46.91,4.4 and up,Free,Excellent,Low,Large
AK Interactive,FAMILY,4.3,734,13,10000,Free,0,Everyone,Entertainment,"July 12, 2018",2.5,4.0 and up,Free,Excellent,Medium,Medium
AK-47 sounds,FAMILY,3.9,7,3.8,1000,Free,0,Everyone,Entertainment,"June 18, 2018",568,4.0 and up,Free,Good,Low,Small
Wallpapers AK 47 Guns,PERSONALIZATION,4.5,37,15,5000,Free,0,Teen,Personalization,"February 26, 2017",1.0,4.1 and up,Free,Excellent,Medium,Medium
AK-47 Assault Rifle,FAMILY,3.7,165,25,10000,Free,0,Teen,Entertainment,"April 26, 2015",1.0,2.3 and up,Free,Good,Medium,Medium
Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226,34,10000000,Free,0,Teen,Action,"July 11, 2018",3.0.2,4.0.3 and up,Free,Excellent,High,Large
AK 47 Guns Wallpaper,PERSONALIZATION,4.2,322,6.8,50000,Free,0,Everyone,Personalization,"May 29, 2017",1.0,4.1 and up,Free,Excellent,Medium,Small
AK-47 3D,GAME,3.7,91,24,10000,Free,0,Everyone,Action,"December 25, 2016",3.2,2.3 and up,Free,Good,Medium,Medium
Book of AK-47,LIFESTYLE,3.8,6,3.4,500,Free,0,Everyone,Lifestyle,"March 1, 2016",1.0.2,4.0.3 and up,Free,Good,Low,Small
Weapon stripping 3D,FAMILY,4.6,23971,24,1000000,Free,0,Everyone,Simulation,"August 4, 2018",39.231,4.1 and up,Free,Excellent,High,Medium
Weapon AK-74 Live Wallpaper,PERSONALIZATION,3.3,25,46,1000,Free,0,Everyone,Personalization,"March 28, 2017",1.2,4.0.3 and up,Free,Good,Low,Large
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3,2,33,100,Free,0,Everyone,Simulation,"July 18, 2018",1.0,4.1 and up,Free,Average,Low,Large
Counter Terrorist Attack,GAME,3.9,145931,43,10000000,Free,0,Teen,Action,"May 31, 2018",5.3.2,2.3 and up,Free,Good,High,Large
RULES OF SURVIVAL,GAME,4.2,1343106,56,10000000,Free,0,Teen,Action,"August 1, 2018",1.180271.184729,4.0 and up,Free,Excellent,High,Large
AK47 Assault Rifle,TOOLS,3.9,54,2.8,10000,Free,0,Everyone,Tools,"May 2, 2015",1.0.0.1,2.2 and up,Free,Good,Medium,Small
Weapons simulator AK-47,FAMILY,4.1,21,26,5000,Free,0,Everyone,Simulation,"May 15, 2017",1,4.1 and up,Free,Excellent,Medium,Medium
AK 47 Lock Screen,PERSONALIZATION,4.6,5,8.8,500,Free,0,Mature 17+,Personalization,"February 11, 2018",1.0,4.0.3 and up,Free,Excellent,Low,Small
AK Phone,COMMUNICATION,4.4,9,4.2,5000,Free,0,Everyone,Communication,"May 29, 2017",3.8.8,2.2 and up,Free,Excellent,Medium,Small
AK Booster,TOOLS,3.8,71,7,10000,Free,0,Everyone,Tools,"May 2, 2018",2.0.1.966,4.4 and up,Free,Good,Medium,Small
GUN ZOMBIE,GAME,4.4,243121,38,5000000,Free,0,Teen,Arcade,"October 17, 2014",5.3,2.3 and up,Free,Excellent,High,Large
AK Lodi Films,VIDEO_PLAYERS,4.9,23,2.1,100,Free,0,Everyone,Video Players & Editors,"August 11, 2015",1.1,4.0 and up,Free,Excellent,Low,Small
Gun Mod: Guns in Minecraft PE,FAMILY,3.6,33812,12,5000000,Free,0,Teen,Entertainment,"July 30, 2018",2.5,4.1 and up,Free,Good,High,Medium
Kymco AK 550,AUTO_AND_VEHICLES,4.3,47,58,1000,Free,0,Everyone,Auto & Vehicles,"November 11, 2016",1.0,2.3 and up,Free,Excellent,Low,Large
AK Math Coach,FAMILY,3.6,283,18,50000,Free,0,Everyone,Education,"May 19, 2015",1.3,2.3.3 and up,Free,Good,Medium,Medium
Shoot Strike War Fire,GAME,4.1,82827,20,10000000,Free,0,Teen,Arcade,"July 13, 2018",1.1.5,4.0 and up,Free,Excellent,High,Medium
AL.com,NEWS_AND_MAGAZINES,3.4,803,8,50000,Free,0,Everyone 10+,News & Magazines,"July 23, 2018",3.7.10-0d44b899,4.1 and up,Free,Good,Medium,Small
University of Alabama,FAMILY,4.5,302,3,50000,Free,0,Everyone,Education,"November 30, 2017",3.3,4.1 and up,Free,Excellent,Medium,Small
Alabama Gameday Live,SPORTS,4.7,19,12,1000,Free,0,Everyone,Sports,"May 18, 2018",2.0.1,4.2 and up,Free,Excellent,Low,Medium
AL.com: Alabama Football News,SPORTS,4.5,459,8,10000,Free,0,Everyone 10+,Sports,"July 23, 2018",3.7.10-0d44b899,4.1 and up,Free,Excellent,Medium,Small
Alabama Road Trips,TRAVEL_AND_LOCAL,4.4,71,28,10000,Free,0,Everyone,Travel & Local,"October 27, 2017",1.8.7,4.0 and up,Free,Excellent,Medium,Medium
Alabama DMV Permit Test - AL,FAMILY,4.3,218,29,10000,Free,0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up,Free,Excellent,Medium,Medium
Al-Quran (Free),BOOKS_AND_REFERENCE,4.6,218451,4.7,10000000,Free,0,Everyone,Books & Reference,"May 20, 2018",3.2.3,4.0 and up,Free,Excellent,High,Small
Official AL Fishing & Hunting,TRAVEL_AND_LOCAL,4.2,1291,40,50000,Free,0,Everyone,Travel & Local,"October 18, 2017",5.29.77 Domain 427,4.4 and up,Free,Excellent,Medium,Large
Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,4.8,57400,14,500000,Free,0,Everyone,Books & Reference,"July 30, 2018",1.6.5,4.0 and up,Free,Excellent,High,Medium
Al Quran Indonesia,BOOKS_AND_REFERENCE,4.8,445756,16,10000000,Free,0,Everyone,Books & Reference,"May 15, 2018",2.6.22,4.0 and up,Free,Excellent,High,Medium
Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,4.6,361780,9.7,10000000,Free,0,Everyone,Books & Reference,"May 30, 2018",4.1,2.3 and up,Free,Excellent,High,Small
Al Quran Al karim,BOOKS_AND_REFERENCE,4.6,41608,49,1000000,Free,0,Everyone,Books & Reference,"November 5, 2017",1.1.7,2.2 and up,Free,Excellent,High,Large
Al jazeera TV,FAMILY,4.6,9952,3.7,100000,Free,0,Teen,Entertainment,"July 5, 2016",1.0.0,4.0.3 and up,Free,Excellent,Medium,Small
Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27,50000,Free,0,Everyone,Books & Reference,"April 22, 2018",10.10,4.1 and up,Free,Excellent,Medium,Medium
Al Quran Audio (Full 30 Juz),FAMILY,4.7,7878,3.6,1000000,Free,0,Everyone,Education,"May 29, 2017",4.0,2.3 and up,Free,Excellent,High,Small
Quran for All (Al-Huda Int.),FAMILY,4.8,6696,5.3,100000,Free,0,Everyone,Education,"February 7, 2018",3.1.0,4.0 and up,Free,Excellent,Medium,Small
AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4,1000000,Free,0,Everyone,Productivity,"November 22, 2016",2.1.7.3,3.0 and up,Free,Good,High,Small
Ayat - Al Quran,FAMILY,4.7,173394,8.5,5000000,Free,0,Everyone,Education,"March 13, 2018",2.9.1,4.0 and up,Free,Excellent,High,Small
Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,6.7,100000,Free,0,Everyone,Education,"November 2, 2016",1.10.0,2.2 and up,Free,Excellent,Medium,Small
Al Mayadeen,NEWS_AND_MAGAZINES,4.7,13620,9,500000,Free,0,Everyone,News & Magazines,"April 16, 2018",2.137,4.1 and up,Free,Excellent,High,Small
Al-Quran Al-Muallim,FAMILY,4.5,199,266,10000,Free,0,Everyone,Education,"September 11, 2013",1.0beta,2.2 and up,Free,Excellent,Medium,Large
Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,4.5,12322,27,500000,Free,0,Everyone,Books & Reference,"December 17, 2016",3.0,2.3 and up,Free,Excellent,High,Medium
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551,67,1000000,Free,0,Everyone,Books & Reference,"April 6, 2018",1.0.7,4.0.3 and up,Free,Excellent,High,Large
Al Quran MP3 - Quran Reading®,FAMILY,4.7,47463,22,1000000,Free,0,Everyone,Education,"April 24, 2018",4.4,4.0.3 and up,Free,Excellent,High,Medium
Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,4.7,1340,11,10000,Paid,4.49,Everyone,Books & Reference,"May 16, 2018",4.0.5,2.2 and up,Paid,Excellent,Medium,Medium
Hafizi Quran 15 lines per page,BOOKS_AND_REFERENCE,4.7,55011,68,1000000,Free,0,Everyone,Books & Reference,"November 2, 2017",1.1.3,4.1 and up,Free,Excellent,High,Large
Al-Quran Ahmad Saud Offline,FAMILY,4.7,7116,40,100000,Free,0,Everyone,Education,"August 9, 2016",1.0,2.3.3 and up,Free,Excellent,Medium,Large
12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,4.7,759,15,50000,Free,0,Everyone 10+,Lifestyle,"January 22, 2018",1.4.5,4.1 and up,Free,Excellent,Medium,Medium
Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777,23,50000,Free,0,Everyone,Books & Reference,"February 15, 2015",1.1,2.2 and up,Free,Excellent,Medium,Medium
Taha Al Junaid Quran Mp3,LIFESTYLE,4.6,518,4.2,50000,Free,0,Everyone,Lifestyle,"March 25, 2017",1.1,2.3.3 and up,Free,Excellent,Medium,Small
Surah Al-Waqiah,BOOKS_AND_REFERENCE,4.7,1201,2.9,100000,Free,0,Everyone,Books & Reference,"June 24, 2015",1.0,2.3.3 and up,Free,Excellent,Medium,Small
Hisnul Al Muslim - Hisn Invocations & Adhkaar,BOOKS_AND_REFERENCE,4.6,3234,85,100000,Free,0,Everyone,Books & Reference,"December 26, 2017",1.7.22,4.1 and up,Free,Excellent,Medium,Large
I am rich,LIFESTYLE,3.8,3547,1.8,100000,Paid,399.99,Everyone,Lifestyle,"January 12, 2018",2.0,4.0.3 and up,Paid,Good,Medium,Small
I AM RICH,FAMILY,3.9,1455,1.1,10000,Free,0,Everyone,Entertainment,"October 11, 2017",1.0,2.3 and up,Free,Good,Medium,Small
Amazon for Tablets,SHOPPING,4,141584,22,10000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,Free,Good,High,Medium
I am Rich Plus,FAMILY,4,856,8.7,10000,Paid,399.99,Everyone,Entertainment,"May 19, 2018",3.0,4.4 and up,Paid,Good,Medium,Small
I am rich VIP,LIFESTYLE,3.8,411,2.6,10000,Paid,299.99,Everyone,Lifestyle,"July 21, 2018",1.1.1,4.3 and up,Paid,Good,Medium,Small
I Am Rich Premium,FINANCE,4.1,1867,4.7,50000,Paid,399.99,Everyone,Finance,"November 12, 2017",1.6,4.0 and up,Paid,Excellent,Medium,Small
I am extremely Rich,LIFESTYLE,2.9,41,2.9,1000,Paid,379.99,Everyone,Lifestyle,"July 1, 2018",1.0,4.0 and up,Paid,Average,Low,Small
I am Rich!,FINANCE,3.8,93,22,1000,Paid,399.99,Everyone,Finance,"December 11, 2017",1.0,4.1 and up,Paid,Good,Low,Medium
I am rich(premium),FINANCE,3.5,472,965,5000,Paid,399.99,Everyone,Finance,"May 1, 2017",3.4,4.4 and up,Paid,Good,Medium,Large
I am Rich Person,LIFESTYLE,4.2,134,1.8,1000,Paid,37.99,Everyone,Lifestyle,"July 18, 2017",1.0,4.0.3 and up,Paid,Excellent,Low,Small
I am Rich Premium Plus,FINANCE,4.6,459,2,10000,Paid,18.99,Everyone,Finance,"February 17, 2018",1.1,4.0.3 and up,Paid,Excellent,Medium,Small
I Am Rich Pro,FAMILY,4.4,201,2.7,5000,Paid,399.99,Everyone,Entertainment,"May 30, 2017",1.54,1.6 and up,Paid,Excellent,Medium,Small
I Am Innocent,GAME,4.4,208501,56,1000000,Free,0,Teen,Adventure,"July 23, 2018",2.8.307,4.0.3 and up,Free,Excellent,High,Large
I am rich (Most expensive app),FINANCE,4.1,129,2.7,1000,Paid,399.99,Teen,Finance,"December 6, 2017",2,4.0.3 and up,Paid,Excellent,Low,Small
i am rich,BUSINESS,3.9,213,2.9,1000,Free,0,Everyone,Business,"June 9, 2018",1.0,4.0 and up,Free,Good,Low,Small
I Am Rich,FAMILY,3.6,217,4.9,10000,Paid,389.99,Everyone,Entertainment,"June 22, 2018",1.5,4.2 and up,Paid,Good,Medium,Small
I am Bread,GAME,4,630,20,10000,Paid,4.99,Everyone,Adventure,"October 26, 2016",1.6.1,4.4 and up,Paid,Good,Medium,Medium
Where Am I At?,TRAVEL_AND_LOCAL,3.8,39,12,10000,Free,0,Everyone,Travel & Local,"October 8, 2016",1.2,4.1 and up,Free,Good,Medium,Medium
I am Rich,FINANCE,4.3,180,3.8,5000,Paid,399.99,Everyone,Finance,"March 22, 2018",1.0,4.2 and up,Paid,Excellent,Medium,Small
Where Am I? GPS Loc,TRAVEL_AND_LOCAL,4.6,68,4.2,10000,Free,0,Everyone,Travel & Local,"November 14, 2017",5.0,4.0.3 and up,Free,Excellent,Medium,Small
I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126,1.4,5000,Paid,2.49,Everyone,Lifestyle,"June 22, 2018",8,4.1 and up,Paid,Good,Medium,Small
Coast To Coast AM Insider,NEWS_AND_MAGAZINES,3.9,4581,21,100000,Free,0,Everyone,News & Magazines,"January 4, 2018",5.0.108,4.4 and up,Free,Good,Medium,Medium
I AM RICH PRO PLUS,FINANCE,4,36,41,1000,Paid,399.99,Everyone,Finance,"June 25, 2018",1.0.2,4.1 and up,Paid,Good,Low,Large
I Am Wizard,FAMILY,4.2,1493,57,100000,Free,0,Everyone,Strategy,"April 1, 2018",1.0.9,4.1 and up,Free,Excellent,Medium,Large
What Am I? - Brain Teasers,GAME,4.2,4537,15,100000,Free,0,Everyone,Trivia,"April 5, 2017",2.2,4.0.3 and up,Free,Excellent,Medium,Medium
Who am I? (Biblical),GAME,4.5,5849,5.1,500000,Free,0,Everyone,Trivia,"September 13, 2017",1.2.2_comAds,4.0.3 and up,Free,Excellent,High,Small
DWWW 774 Ultimate AM Radio,NEWS_AND_MAGAZINES,4.7,327,31,10000,Free,0,Everyone,News & Magazines,"June 26, 2018",4.0.9,4.1 and up,Free,Excellent,Medium,Large
Anno: Build an Empire,FAMILY,3.5,33944,28,1000000,Free,0,Everyone 10+,Strategy,"March 10, 2016",2.0.0,4.1 and up,Free,Good,High,Medium
Vikings: an Archer's Journey,GAME,4.5,10256,39,1000000,Free,0,Everyone,Action,"December 11, 2017",2.1.0,4.3 and up,Free,Excellent,High,Large
Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,4.6,8004,34,100000,Free,0,Teen,Lifestyle,"July 31, 2018",3.4.8,4.1 and up,Free,Excellent,Medium,Large
The Sims™ FreePlay,FAMILY,4.3,931503,31,10000000,Free,0,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up,Free,Excellent,High,Large
My Emma :),FAMILY,4.1,245839,76,10000000,Free,0,Everyone,Casual,"April 3, 2017",2.7.0,4.1 and up,Free,Excellent,High,Large
League of Gamers - Be an E-Sports Legend!,SPORTS,4.5,68072,40,5000000,Free,0,Everyone,Sports,"July 26, 2018",1.1.7,4.1 and up,Free,Excellent,High,Large
Draw a Stickman: EPIC Free,GAME,4.2,210317,46,10000000,Free,0,Everyone 10+,Adventure,"April 10, 2015",1.4.3.104,2.3.3 and up,Free,Excellent,High,Large
My Horse,FAMILY,4.5,1333338,8.7,10000000,Free,0,Everyone,Casual,"May 23, 2018",1.34.1,2.3.3 and up,Free,Excellent,High,Small
My Boo - Your Virtual Pet Game,FAMILY,4.4,899748,80,10000000,Free,0,Everyone,Casual,"August 3, 2018",2.11,4.1 and up,Free,Excellent,High,Large
Create apps fast with beautiful design and no code,BUSINESS,3.7,23729,24,1000000,Free,0,Everyone,Business,"May 14, 2018",7.2,4.4 and up,Free,Good,High,Medium
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21,5000000,Free,0,Teen,Action,"October 21, 2016",1.0.5,4.0.3 and up,Free,Excellent,High,Medium
Diary with lock password,LIFESTYLE,4.3,179139,9.7,5000000,Free,0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,Free,Excellent,High,Small
Fast like a Fox,GAME,4.3,104389,12,5000000,Free,0,Everyone,Adventure,"April 17, 2018",1.4.0,4.2 and up,Free,Excellent,High,Medium
Girls Craft: Exploration,FAMILY,3.8,130689,57,5000000,Free,0,Everyone 10+,Simulation,"August 3, 2018",1.32,4.2 and up,Free,Good,High,Large
The PCH App,LIFESTYLE,4.5,234971,81,1000000,Free,0,Everyone,Lifestyle,"July 25, 2018",2.8.7.78579,4.4 and up,Free,Excellent,High,Large
"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202,6.7,1000000,Free,0,Everyone,Business,"June 25, 2018",6.0,4.0.3 and up,Free,Excellent,High,Small
AO Surgery Reference,MEDICAL,4.7,2570,3.8,100000,Free,0,Everyone,Medical,"May 10, 2017",1.2.6,4.0 and up,Free,Excellent,Medium,Small
ao,FAMILY,3.5,14145,5.9,1000000,Free,0,Everyone,Strategy,"June 8, 2016",1.0.9,4.0 and up,Free,Good,High,Small
AO/OTA Fracture Classification,MEDICAL,4.9,25,46,5000,Free,0,Everyone,Medical,"April 17, 2018",1.0,5.0 and up,Free,Excellent,Medium,Large
AO Player,EVENTS,4,9,3.3,1000,Free,0,Everyone,Events,"December 20, 2017",1.1.4,4.4 and up,Free,Good,Low,Small
Ao Oni2,GAME,4.1,21223,48,1000000,Free,0,Teen,Adventure,"April 20, 2018",1.6.6,4.1 and up,Free,Excellent,High,Large
A. O. Smith,TOOLS,4.2,32,33,10000,Free,0,Everyone,Tools,"May 21, 2018",3.0.22,4.0 and up,Free,Excellent,Medium,Large
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99,10000000,Free,0,Teen,Action,"June 28, 2018",1.23.1.2,4.0.3 and up,Free,Excellent,High,Large
PlacarTv Futebol Ao Vivo,COMMUNICATION,4.1,2063,4.5,100000,Free,0,Everyone,Communication,"June 3, 2018",1.0.3,4.0 and up,Free,Excellent,Medium,Small
Virtual lover,FAMILY,4.6,45771,28,1000000,Free,0,Mature 17+,Entertainment,"June 8, 2018",1.39,4.1 and up,Free,Excellent,High,Medium
The Hunt for the Lost Treasure,FAMILY,4.6,7148,8.1,100000,Paid,2.99,Everyone,Adventure;Brain Games,"September 13, 2017",1.8,4.0.3 and up,Paid,Excellent,Medium,Small
Attack the Light,FAMILY,4.7,19209,21,100000,Paid,2.99,Everyone,Role Playing;Action & Adventure,"February 23, 2016",1.1.4,4.0 and up,Paid,Excellent,Medium,Medium
Princess Closet : Otome games free dating sim,FAMILY,4.5,29495,56,1000000,Free,0,Teen,Simulation,"May 24, 2018",1.11.0,4.0.3 and up,Free,Excellent,High,Large
365Scores - Live Scores,SPORTS,4.6,666246,25,10000000,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,Free,Excellent,High,Medium
PES 2018 PRO EVOLUTION SOCCER,SPORTS,4.4,1721943,26,10000000,Free,0,Everyone,Sports,"June 27, 2018",2.3.2,5.0 and up,Free,Excellent,High,Medium
Mobile Legends: Bang Bang,GAME,4.4,8219586,99,100000000,Free,0,Teen,Action,"July 24, 2018",1.2.97.3042,4.0.3 and up,Free,Excellent,High,Large
Heroes of Order & Chaos,FAMILY,4.2,690148,25,10000000,Free,0,Teen,Strategy,"October 27, 2017",Varies with device,Varies with device,Free,Excellent,High,Medium
Kill Shot Bravo: Sniper FPS,GAME,4.4,579519,99,10000000,Free,0,Mature 17+,Action,"July 18, 2018",5.1,4.1 and up,Free,Excellent,High,Large
Tennis Champion 3D - Online Sports Game,SPORTS,4,170973,43,5000000,Free,0,Everyone,Sports,"June 6, 2018",2.1,4.1 and up,Free,Good,High,Large
Carnivores: Dinosaur Hunter,GAME,4.2,62636,17,1000000,Free,0,Teen,Action,"July 2, 2018",1.8.0,4.0.3 and up,Free,Excellent,High,Medium
High School Simulator 2017,FAMILY,4.2,123136,80,5000000,Free,0,Mature 17+,Simulation,"June 25, 2018",1.0,4.0 and up,Free,Excellent,High,Large
Hopeless Land: Fight for Survival,GAME,4.2,250197,44,5000000,Free,0,Teen,Action,"July 12, 2018",1.0,4.1 and up,Free,Excellent,High,Large
Scanning body and undressing people,FAMILY,3.4,1012,12,100000,Free,0,Teen,Entertainment,"February 24, 2018",2.0,3.0 and up,Free,Good,Medium,Medium
Ultimate Tennis,SPORTS,4.3,183004,100,10000000,Free,0,Everyone,Sports,"July 19, 2018",2.29.3118,4.0.3 and up,Free,Excellent,High,Large
Legion of Heroes,FAMILY,4.3,143087,69,1000000,Free,0,Everyone 10+,Role Playing,"July 12, 2018",1.9.22,4.0 and up,Free,Excellent,High,Large
Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,4.6,652940,90,10000000,Free,0,Teen,Sports,"July 5, 2018",1.3.5,4.1 and up,Free,Excellent,High,Large
Heroes Arena,GAME,4.2,336386,88,10000000,Free,0,Everyone 10+,Action,"July 24, 2018",2.0.1,4.0.3 and up,Free,Excellent,High,Large
virtual lover 3D,FAMILY,4.6,5195,64,100000,Free,0,Mature 17+,Entertainment,"April 18, 2018",1.3,4.1 and up,Free,Excellent,Medium,Large
Range Master: Sniper Academy,SPORTS,4.1,91935,39,10000000,Free,0,Everyone,Sports,"April 26, 2018",2.1.3,4.1 and up,Free,Excellent,High,Large
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54,10000000,Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,Free,Excellent,High,Large
FC Barcelona Official App,SPORTS,4.6,92522,56,5000000,Free,0,Everyone,Sports,"July 26, 2018",4.0.14,4.1 and up,Free,Excellent,High,Large
Can Your Pet? : Returns - Teen,FAMILY,4.3,45370,14,1000000,Free,0,Teen,Simulation,"August 2, 2018",2.59.8,2.3 and up,Free,Excellent,High,Medium
Bubbu – My Virtual Pet,FAMILY,4.7,394842,75,10000000,Free,0,Everyone,Casual;Pretend Play,"August 4, 2018",1.50,4.1 and up,Free,Excellent,High,Large
3D Tennis,SPORTS,4.2,1008012,13,50000000,Free,0,Everyone,Sports,"December 5, 2017",1.7.7,2.1 and up,Free,Excellent,High,Medium
Start the Hunt for the Lost Treasure,FAMILY,3.8,302,8.1,10000,Free,0,Everyone,Puzzle;Brain Games,"September 13, 2017",1.4,4.0.3 and up,Free,Good,Medium,Small
Scanning under clothes (prank),FAMILY,3.7,1443,20,100000,Free,0,Mature 17+,Entertainment,"January 18, 2018",3.0,2.3 and up,Free,Good,Medium,Medium
WGT Golf Game by Topgolf,SPORTS,4.3,148083,57,10000000,Free,0,Everyone,Sports,"July 24, 2018",1.42.2,4.1 and up,Free,Excellent,High,Large
3D Holograms Joke,FAMILY,2.9,31596,31,5000000,Free,0,Teen,Simulation,"December 23, 2016",1.5,2.3 and up,Free,Average,High,Large
Weaphones™ Gun Sim Free Vol 1,FAMILY,4.3,598975,39,10000000,Free,0,Everyone,Simulation,"January 17, 2018",2.4.0,4.0 and up,Free,Excellent,High,Large
Hidden Objects Treasure Hunt Adventure Games,FAMILY,4.3,275,29,10000,Free,0,Everyone,Puzzle,"July 9, 2018",1.0.1,4.4 and up,Free,Excellent,Medium,Medium
Live Camera Viewer ★ World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,4,64164,3.6,10000000,Free,0,Everyone,Travel & Local,"April 7, 2018",1.9,4.1 and up,Free,Good,High,Small
Body scanner (prank),FAMILY,3.3,16063,3.8,1000000,Free,0,Teen,Casual,"June 2, 2016",3.0,2.3 and up,Free,Good,High,Small
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6,1000000,Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,Free,Excellent,High,Small
AP ENPS Mobile,PRODUCTIVITY,4.1,22,545,5000,Free,0,Everyone,Productivity,"March 8, 2016",8.0.0130,4.4 and up,Free,Excellent,Medium,Large
AP® Guide,FAMILY,5,3,2.1,1000,Free,0,Everyone,Education,"July 31, 2017",1.3,4.0.3 and up,Free,Excellent,Low,Small
WiFi Access Point (hotspot),COMMUNICATION,3.9,684,61,100000,Free,0,Everyone,Communication,"May 14, 2015",1.1.2,2.3 and up,Free,Good,Medium,Large
AP Mobile,FAMILY,4.6,117,13,10000,Free,0,Everyone,Education,"November 21, 2017",1.03,6.0 and up,Free,Excellent,Medium,Medium
