App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
eChallan Andhra Pradesh (AP),SOCIAL,0.5,8.909899024782594e-8,0.0016112789526686808,9.99000000999e-7,Free,0,Teen,Social,"February 15, 2018",1.0.0.4,4.1 and up,Free,Average,Low,Small
AP Art History Flashcards,FAMILY,1,0,0.09566968781470292,9.000000009e-9,Paid,0.074975,Mature 17+,Education,"January 19, 2016",3.30,4.0 and up,Paid,Excellent,Low,Large
True Skate,SPORTS,0.8500000000000001,0.002882530532497665,0.07250755287009064,9.99999000999999e-4,Paid,0.004975,Everyone,Sports,"August 4, 2018",1.5.1,4.0.3 and up,Paid,Excellent,High,Large
AP European History: Practice Tests and Flashcards,FAMILY,0.925,1.3364848537173893e-7,0.004431017119838872,9.99000000999e-7,Free,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Low,Small
AdventureQuest 3D MMO,FAMILY,0.825,5.048794282393057e-4,0.03423967774420947,9.99999000999999e-4,Free,0,Teen,Role Playing,"July 26, 2018",1.10.1,4.4 and up,Free,Excellent,High,Large
AdventureQuest Dragons,FAMILY,0.725,2.2526452209406595e-4,0.0473313192346425,9.9999000099999e-5,Free,0,Everyone,Casual,"June 13, 2018",1.0.63,4.0 and up,Free,Good,Medium,Large
Undead Assault,GAME,0.825,1.0475813778388135e-4,0.03625377643504532,9.9999000099999e-5,Free,0,Everyone 10+,Arcade,"November 4, 2015",1.4.6,2.3 and up,Free,Excellent,Medium,Large
Adventure Quest World Mobile Quiz,FAMILY,0.8999999999999999,6.014181841728251e-7,0.025176233635448138,4.99000000499e-7,Free,0,Everyone,Puzzle,"January 16, 2018",3.1.6z,4.0.3 and up,Free,Excellent,Low,Medium
Aqw&3d Design Notes Manager,FAMILY,0.875,2.2274747561956487e-7,0.0019133937562940584,4.99000000499e-7,Free,0,Everyone,Entertainment,"August 15, 2017",3.0,4.0.3 and up,Free,Excellent,Low,Small
AQ Aspergers Test,MEDICAL,0.725,5.880533356356512e-6,0.7180261832829808,9.999000009999e-6,Free,0,Everyone,Medical,"October 14, 2015",1.4.0,2.3.3 and up,Free,Good,Medium,Large
Guess the Class 🔥 AQW,GAME,0.925,1.2473858634695633e-6,0.011077542799597181,9.99000000999e-7,Free,0,Everyone,Word,"November 1, 2017",1.0.0,4.1 and up,Free,Excellent,Low,Medium
AQ Ria Retail,FAMILY,1,6.682424268586947e-8,0.0513595166163142,4.9000000049e-8,Free,0,Everyone,Education,"April 3, 2018",1.1,4.1 and up,Free,Excellent,Low,Large
Wowkwis aq Ka'qaquj,FAMILY,1,0,0.04833836858006042,9.000000009e-9,Free,0,Everyone,Education;Education,"February 16, 2018",1.0,4.0.3 and up,Free,Excellent,Low,Large
ClanHQ,COMMUNICATION,0.42500000000000004,1.2451583887133675e-5,0.03625377643504532,9.999000009999e-6,Free,0,Everyone,Communication,"July 25, 2018",1.0.21,4.4 and up,Free,Average,Medium,Large
QuickShortcutMaker,PERSONALIZATION,0.8999999999999999,9.13242375292654e-4,0.0010070493454179255,9.99999000999999e-4,Free,0,Everyone,Personalization,"February 23, 2014",2.4.0,1.6 and up,Free,Excellent,High,Small
Iron Blade,GAME,0.8500000000000001,0.0036004010969243987,0.08157099697885196,0.00999999901,Free,0,Mature 17+,Action,"July 18, 2018",1.7.0m,4.0.3 and up,Free,Excellent,High,Large
Dungeon Boss – Strategy RPG,FAMILY,0.8500000000000001,0.0048754967463610355,0.03625377643504532,0.004999999004999999,Free,0,Everyone 10+,Role Playing,"March 28, 2018",0.5.10011,4.0.3 and up,Free,Excellent,High,Large
Questland: Turn Based RPG,FAMILY,0.8999999999999999,6.934797158463913e-4,0.0473313192346425,9.99999000999999e-4,Free,0,Everyone 10+,Role Playing,"August 2, 2018",1.10.6,4.1 and up,Free,Excellent,High,Large
Order & Chaos 2: 3D MMO RPG,FAMILY,0.7749999999999999,0.0054065490029856405,0.05337361530715005,0.00999999901,Free,0,Teen,Role Playing,"July 9, 2018",3.1.2b,4.0.3 and up,Free,Excellent,High,Large
Dungeon Quest,FAMILY,0.875,0.005435884845524737,0.045317220543806644,0.004999999004999999,Free,0,Everyone 10+,Role Playing,"June 4, 2018",3.0.5.2,4.0 and up,Free,Excellent,High,Large
Dungeon Hunter 5 – Action RPG,FAMILY,0.8,0.01605305417194105,0.050352467270896276,0.00999999901,Free,0,Teen,Role Playing,"June 21, 2018",3.6.1a,4.0.3 and up,Free,Excellent,High,Large
"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,0.925,0.001879721397258384,0.0473313192346425,9.99999000999999e-4,Free,0,Everyone,Role Playing,"August 5, 2018",1.375,4.0.3 and up,Free,Excellent,High,Large
Evil Apples: A Dirty Card Game,GAME,0.825,0.0030671213655435983,0.054380664652567974,0.004999999004999999,Free,0,Mature 17+,Word,"July 19, 2018",2.3.3,4.2 and up,Free,Excellent,High,Large
Knightfall™ AR,FAMILY,0.8,5.635511133174991e-6,0.02416918429003021,9.999000009999e-6,Free,0,Teen,Strategy,"March 17, 2018",1.0,7.0 and up,Free,Excellent,Medium,Medium
Ghost Snap AR Horror Survival,GAME,0.7,1.9980448563074968e-5,0.032225579053373615,9.9999000099999e-5,Free,0,Teen,Adventure,"December 21, 2016",1.2.3.1,2.3 and up,Free,Good,Medium,Large
The Walking Dead: Our World,GAME,0.75,4.997116868049318e-4,0.09969788519637462,9.99999000999999e-4,Free,0,Teen,Action,"August 1, 2018",1.1.0.3,5.0 and up,Free,Good,High,Large
Jurassic World™ Alive,FAMILY,0.825,0.006881627336033523,0.06948640483383686,0.004999999004999999,Free,0,Everyone 10+,Simulation,"August 2, 2018",1.3.15,4.4 and up,Free,Excellent,High,Large
Sketchfab,FAMILY,0.825,2.015864654357062e-5,0.008257804632426988,4.9999000049999e-5,Free,0,Mature 17+,Entertainment,"March 9, 2018",0.46.0,4.4 and up,Free,Excellent,Medium,Small
Ingress,GAME,0.825,0.00871664331493506,0.04229607250755287,0.00999999901,Free,0,Everyone,Adventure,"June 20, 2018",1.131.2,4.0 and up,Free,Excellent,High,Large
My Tamagotchi Forever,FAMILY,0.825,6.400425964452577e-4,0.09063444108761329,9.99999000999999e-4,Free,0,Everyone,Casual,"August 1, 2018",1.12.0.1654,4.2 and up,Free,Excellent,High,Large
"Egg, Inc.",FAMILY,0.925,0.012922895270797112,0.028197381671701913,0.004999999004999999,Free,0,Everyone,Simulation,"June 13, 2018",1.7.5,4.0.3 and up,Free,Excellent,High,Medium
Flat Pack,GAME,0.8500000000000001,1.9178557650844533e-5,0.0433031218529708,9.9999000099999e-5,Free,0,Everyone 10+,Action,"March 16, 2018",1.0.4,7.0 and up,Free,Excellent,Medium,Large
Crayola Color Blaster,GAME,0.7,3.563959609913038e-7,0.02920443101711984,9.99000000999e-7,Free,0,Everyone,Arcade,"March 13, 2018",1.5,7.0 and up,Free,Good,Low,Medium
Guns of Boom - Online Shooter,GAME,0.8999999999999999,0.027320267456457936,0.0986908358509567,0.00999999901,Free,0,Teen,Action,"July 20, 2018",4.4.4,4.1 and up,Free,Excellent,High,Large
Guns Royale - Multiplayer Blocky Battle Royale,GAME,0.8999999999999999,4.2475716125894825e-4,0.08962739174219536,9.9999000099999e-5,Free,0,Everyone 10+,Action,"August 4, 2018",1.0,Varies with device,Free,Excellent,Medium,Large
Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,0.875,2.606145464748909e-6,0.07150050352467271,4.9999000049999e-5,Free,0,Everyone,House & Home,"July 10, 2018",3.7.1,5.0 and up,Free,Excellent,Medium,Large
Wayfair - Shop All Things Home,SHOPPING,0.875,4.5097453913937104e-4,0.04632426988922457,0.004999999004999999,Free,0,Everyone,Shopping,"August 3, 2018",4.70.30,4.1 and up,Free,Excellent,High,Large
NYTimes - Latest News,NEWS_AND_MAGAZINES,0.725,0.0014175426600953488,0.022155085599194362,0.00999999901,Free,0,Everyone 10+,News & Magazines,"August 1, 2018",6.19.5,4.4 and up,Free,Good,High,Medium
Stack It AR,GAME,0.7,3.0338206179384736e-5,0.025176233635448138,9.9999000099999e-5,Free,0,Everyone,Arcade,"June 29, 2018",1.1.4,4.0 and up,Free,Good,Medium,Medium
"ARuler - AR Ruler app, Measure tools",TOOLS,0.825,3.5661870846692334e-5,0.004028197381671702,9.9999000099999e-5,Free,0,Everyone,Tools,"August 3, 2018",1.1.7,7.0 and up,Free,Excellent,Medium,Small
Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,0.675,2.8288929403684737e-6,0.019133937562940583,9.999000009999e-6,Free,0,Everyone,Entertainment,"March 8, 2018",1.2.2.122,7.0 and up,Free,Good,Medium,Medium
AR Remote Car,FAMILY,0.55,3.0137733451327125e-5,0.02920443101711984,9.9999000099999e-5,Free,0,Everyone,Simulation,"August 12, 2017",2.14,4.0 and up,Free,Good,Medium,Medium
Solar System AR ( ARCore ),FAMILY,0.75,4.677696988010862e-6,0.03625377643504532,9.999000009999e-6,Free,0,Everyone,Entertainment,"July 23, 2018",0.8.6,7.0 and up,Free,Good,Medium,Large
Super AR,FAMILY,0.7,9.110371752840203e-6,0.027190332326283987,9.999000009999e-6,Free,0,Teen,Entertainment,"December 18, 2017",2.1,4.0 and up,Free,Good,Medium,Medium
Spacecraft AR,FAMILY,0.8500000000000001,1.826529300080432e-6,0.08459214501510574,9.999000009999e-6,Free,0,Everyone,Education,"June 28, 2018",1.2,7.0 and up,Free,Excellent,Medium,Large
MCRAFT AR - EDITOR,FAMILY,0.6,2.8957171830543433e-6,0.021148036253776436,4.999000004999e-6,Free,0,Everyone,Simulation,"June 24, 2018",1.0,4.1 and up,Free,Good,Medium,Medium
Jenga® AR,FAMILY,0.475,1.1582868732217373e-6,0.08157099697885196,9.999000009999e-6,Free,0,Everyone,Puzzle,"March 17, 2018",1.0.1,7.0 and up,Free,Average,Medium,Large
Nightenfell: Shared AR,GAME,0.875,4.2322020367717324e-7,0.06445115810674723,9.99000000999e-7,Paid,0.0024749999999999998,Everyone 10+,Action,"March 27, 2018",1.0.0,7.0 and up,Paid,Excellent,Low,Large
Portal AR - Step Into Scotland,TRAVEL_AND_LOCAL,0.675,5.345939414869557e-7,0.04229607250755287,4.999000004999e-6,Free,0,Everyone,Travel & Local,"June 4, 2018",1.4,7.0 and up,Free,Good,Medium,Large
Arcraft - AR Sandbox,GAME,0.7,1.0424581858995636e-5,0.07955689828801611,9.999000009999e-6,Free,0,Everyone,Adventure,"May 19, 2017",1.4,4.0 and up,Free,Good,Medium,Large
Augment - 3D Augmented Reality,BUSINESS,0.7749999999999999,5.611899900759317e-4,0.02014098690835851,9.99999000999999e-4,Free,0,Everyone,Business,"February 26, 2018",v3.4.0-3,4.0.3 and up,Free,Excellent,High,Medium
Satellite AR,BOOKS_AND_REFERENCE,0.7749999999999999,2.1461719275945074e-4,0.09264853977844914,9.99999000999999e-4,Free,0,Everyone,Books & Reference,"September 22, 2011",2.4,2.1 and up,Free,Excellent,High,Large
Figment AR,FAMILY,0.675,4.677696988010862e-7,0.08962739174219536,4.999000004999e-6,Free,0,Everyone,Entertainment,"July 10, 2018",1.0,7.0 and up,Free,Good,Medium,Large
AR Tank Battle,GAME,0.65,3.385761629417386e-6,0.06646525679758308,9.999000009999e-6,Free,0,Everyone,Action,"December 31, 2016",1.3,4.0 and up,Free,Good,Medium,Large
Paint Space AR,FAMILY,0.5,3.563959609913038e-7,0.03121852970795569,9.99000000999e-7,Free,0,Everyone,Entertainment,"March 7, 2018",1.1,7.0 and up,Free,Average,Low,Large
"Just a Line - Draw Anywhere, with AR",FAMILY,0.7749999999999999,2.5638234443811916e-5,0.0017119838872104735,9.9999000099999e-5,Free,0,Everyone,Entertainment,"May 30, 2018",2.0.0,7.0 and up,Free,Excellent,Medium,Small
AR Toybox - Augmented Reality Demos,FAMILY,0.7,4.2322020367717324e-7,0.035246727089627394,9.99000000999e-7,Free,0,Everyone,Simulation,"August 17, 2017",1.0.2,4.1 and up,Free,Good,Low,Large
"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,0.8,6.236929317347816e-7,0.03423967774420947,4.999000004999e-6,Free,0,Everyone,Productivity,"July 26, 2018",1.23,7.0 and up,Free,Excellent,Medium,Large
【Miku AR Camera】Mikuture,FAMILY,0.8500000000000001,8.078382698294759e-4,0.04028197381671702,9.99999000999999e-4,Free,0,Teen,Entertainment,"April 25, 2017",3.0.15,4.2 and up,Free,Excellent,High,Large
Summer Camp Island AR,FAMILY,0.65,1.6461038448285842e-5,0.07049345417925479,4.9999000049999e-5,Free,0,Everyone,Simulation,"July 5, 2018",1.0.2,4.4 and up,Free,Good,Medium,Large
AR Sport Cars,FAMILY,0.65,6.3037535600336854e-6,0.06948640483383686,9.999000009999e-6,Free,0,Everyone,Simulation,"June 10, 2017",1.0,4.1 and up,Free,Good,Medium,Large
AS - News and sports results.,SPORTS,0.675,4.6505217959852754e-4,0.021148036253776436,9.99999000999999e-4,Free,0,Everyone,Sports,"June 9, 2018",5.1.13,4.1 and up,Free,Good,High,Medium
MARCA - Diario Líder Deportivo,SPORTS,0.725,0.0017004319541321963,0.013091641490433032,0.004999999004999999,Free,0,Everyone,Sports,"July 25, 2018",6.3.3,4.1 and up,Free,Good,High,Medium
AS Guía de las Ligas 2017-2018,SPORTS,0.7749999999999999,9.740747108843571e-5,0.05236656596173213,9.9999000099999e-5,Free,0,Everyone,Sports,"September 14, 2017",1.0.10,4.1 and up,Free,Excellent,Medium,Large
Sleep as Android Unlock,LIFESTYLE,0.875,5.338143253222872e-4,0.877139979859013,9.99999000999999e-4,Paid,0.014975,Everyone,Lifestyle,"June 27, 2018",20180608,4.0 and up,Paid,Excellent,High,Large
Sleep as Android Gear Addon,HEALTH_AND_FITNESS,0.44999999999999996,2.1383757659478225e-5,3.021148036253777e-4,9.9999000099999e-5,Free,0,Everyone,Health & Fitness,"February 27, 2018",1.5,4.0 and up,Free,Average,Medium,Small
Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,0.4,2.517046474501083e-6,6.042296072507554e-4,9.999000009999e-6,Free,0,Everyone,Health & Fitness,"June 20, 2018",20180620,2.3 and up,Free,Average,Medium,Small
Sonic the Hedgehog™ Classic,GAME,0.8500000000000001,0.0027988443059073945,0.0553877139979859,0.00999999901,Free,0,Everyone,Action,"June 18, 2018",3.3.0,4.2 and up,Free,Excellent,High,Large
The Aether: Life as a God,FAMILY,0.7749999999999999,3.131829507211082e-5,0.002416918429003021,9.9999000099999e-5,Free,0,Everyone 10+,Role Playing,"March 12, 2018",1.0.5,4.0 and up,Free,Excellent,Medium,Small
CAPTCHA Pack for Sleep as Android,LIFESTYLE,0.75,9.95681216019455e-6,0.0021148036253776435,4.9999000049999e-5,Free,0,Everyone,Lifestyle,"June 8, 2018",1.3,2.3 and up,Free,Good,Medium,Small
Pacific Navy Fighter C.E. (AS),GAME,0.825,2.534420777599409e-4,0.019133937562940583,4.99999000499999e-4,Free,0,Everyone 10+,Arcade,"July 29, 2018",1.4,4.0.3 and up,Free,Excellent,High,Medium
Lullaby Add-on for Sleep as Android,HEALTH_AND_FITNESS,0.725,4.579688098738253e-5,0.0052366565961732125,4.9999000049999e-5,Paid,0.004975,Everyone,Health & Fitness,"October 18, 2017",2.4,4.0 and up,Paid,Good,Medium,Small
Sleep as Microsoft Band Add-On,LIFESTYLE,0.625,6.014181841728251e-7,0.12084592145015106,9.99000000999e-7,Free,0,Everyone,Lifestyle,"January 23, 2016",1.0.0.8,4.2 and up,Free,Good,Low,Large
Ninja Turtles: Legends,FAMILY,0.825,0.007668794640125503,0.094662638469285,0.00999999901,Free,0,Teen,Role Playing,"December 18, 2017",1.11.39,4.1 and up,Free,Excellent,High,Large
Timely Alarm Clock,LIFESTYLE,0.825,0.005762833590239135,0.008459214501510574,0.00999999901,Free,0,Everyone,Lifestyle,"September 25, 2017",1.3.1,4.0.3 and up,Free,Excellent,High,Small
My Boy! Free - GBA Emulator,GAME,0.825,0.011829517011970917,0.0015105740181268882,0.00999999901,Free,0,Everyone,Arcade,"January 9, 2018",Varies with device,Varies with device,Free,Excellent,High,Small
Choices: Stories You Play,FAMILY,0.8999999999999999,0.017979151593623427,0.09264853977844914,0.00999999901,Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,Free,Excellent,High,Large
Samsung Health,HEALTH_AND_FITNESS,0.825,0.010696489702484439,0.06948640483383686,0.4999999995,Free,0,Everyone,Health & Fitness,"July 31, 2018",5.17.2.009,5.0 and up,Free,Excellent,High,Large
WiFi Baby Monitor - NannyCam,VIDEO_PLAYERS,0.7749999999999999,6.652576106853924e-4,7.049345417925478e-4,0.004999999004999999,Free,0,Everyone,Video Players & Editors,"May 24, 2017",3.1.0 (build 1210),2.3.3 and up,Free,Excellent,High,Small
Maleficent Free Fall,FAMILY,0.8500000000000001,0.010023903699851162,0.03625377643504532,0.00999999901,Free,0,Everyone,Puzzle,"July 11, 2018",5.9.0,4.2 and up,Free,Excellent,High,Large
Star Wars™: Force Arena,FAMILY,0.8500000000000001,0.0050815158865615715,0.06948640483383686,0.004999999004999999,Free,0,Everyone 10+,Strategy,"July 19, 2018",3.1.4,4.1 and up,Free,Excellent,High,Large
PS4 Second Screen,FAMILY,0.35,2.622183282993518e-4,0.0023162134944612286,9.99999000999999e-4,Free,0,Everyone,Entertainment,"June 13, 2018",18.6.2,4.1 and up,Free,Average,High,Small
Alarm Clock: Stopwatch & Timer,PRODUCTIVITY,0.875,0.019399679069892078,0.015105740181268883,0.04999999905,Free,0,Everyone,Productivity,"June 8, 2018",5.9.6,4.1 and up,Free,Excellent,High,Medium
SAMURAI vs ZOMBIES DEFENSE,GAME,0.875,0.00908335248404755,0.01812688821752266,0.004999999004999999,Free,0,Everyone,Action,"July 18, 2013",3.4.0,2.1 and up,Free,Excellent,High,Medium
Seen,FAMILY,0.875,0.0026347462406184612,0.021148036253776436,9.99999000999999e-4,Free,0,Teen,Simulation,"May 24, 2018",1.2.1,4.1 and up,Free,Excellent,High,Medium
Plants vs. Zombies™ Heroes,FAMILY,0.8500000000000001,0.008447564364386626,0.06747230614300101,0.00999999901,Free,0,Everyone,Casual;Action & Adventure,"June 26, 2018",1.28.01,4.1 and up,Free,Excellent,High,Large
AT&T THANKS®,FAMILY,0.6,5.443948304142165e-5,0.03323262839879154,4.99999000499999e-4,Free,0,Everyone,Entertainment,"July 11, 2018",1.4.0,5.0 and up,Free,Good,High,Large
Galaxy at War Online,FAMILY,0.725,0.0014504870117394825,0.045317220543806644,9.99999000999999e-4,Free,0,Everyone 10+,Strategy,"May 22, 2018",2.1.0,3.0 and up,Free,Good,High,Large
Kingdoms at War: Hardcore PVP,FAMILY,0.825,7.773218656695956e-4,0.09164149043303121,9.99999000999999e-4,Free,0,Teen,Strategy,"June 28, 2018",4.05,4.0.3 and up,Free,Excellent,High,Large
Five Nights at Freddy's 4 Demo,GAME,0.8500000000000001,0.019811695075545584,0.044310171198388724,0.00999999901,Free,0,Teen,Action,"July 26, 2015",1.1,2.3 and up,Free,Excellent,High,Large
Five Nights at Freddy's 3 Demo,GAME,0.875,0.023206611626210936,0.04934541792547835,0.00999999901,Free,0,Teen,Action,"April 2, 2015",1.07,2.3 and up,Free,Excellent,High,Large
Fandom: Five Nights at Freddys,FAMILY,0.8500000000000001,3.996980702517472e-4,0.008559919436052367,9.99999000999999e-4,Free,0,Mature 17+,Entertainment,"June 6, 2018",2.9.8,4.4 and up,Free,Excellent,High,Small
Nights at Cube Pizzeria 3D – 2,GAME,0.75,0.0010502543475462483,0.035246727089627394,0.004999999004999999,Free,0,Everyone 10+,Action,"December 26, 2017",2.4.0,4.3 and up,Free,Good,High,Large
World at War: WW2 Strategy MMO,FAMILY,0.825,0.002400415896266679,0.07754279959718026,0.004999999004999999,Free,0,Everyone 10+,Strategy,"May 25, 2018",3.1.9,4.1 and up,Free,Excellent,High,Large
Five Tries At Love Dating Sim,FAMILY,0.8,8.278187183925509e-4,0.021148036253776436,9.99999000999999e-4,Free,0,Teen,Simulation,"February 14, 2018",5.1.0,2.3 and up,Free,Excellent,High,Medium
Rivals at War: 2084,FAMILY,0.75,0.0038786126939732352,0.0473313192346425,0.004999999004999999,Free,0,Teen,Simulation,"October 3, 2016",1.3,3.0 and up,Free,Good,High,Large
Multiple Videos at Same Time,VIDEO_PLAYERS,0.8500000000000001,1.0480268727900526e-4,5.035246727089627e-4,9.99999000999999e-4,Free,0,Everyone,Video Players & Editors,"June 19, 2018",Z (Special Edition R9),4.4 and up,Free,Excellent,High,Small
Five Nights at Freddy's 2,FAMILY,0.8999999999999999,0.0016465047902846995,0.03927492447129909,4.99999000499999e-4,Paid,0.007475000000000001,Teen,Strategy,"November 15, 2014",1.07,2.3 and up,Paid,Excellent,High,Large
Coloring Book at Five Nights,FAMILY,0.75,1.1827890955398895e-5,0.0055387713997985906,9.9999000099999e-5,Free,0,Everyone,Educational,"June 6, 2017",1.6,2.3 and up,Free,Good,Medium,Small
Rivals at War: Firefight,GAME,0.8500000000000001,0.007680733904818712,0.050352467270896276,0.004999999004999999,Free,0,Teen,Action,"October 18, 2016",1.4,3.0 and up,Free,Excellent,High,Large
Five nights at Minecraft,FAMILY,0.625,2.0791249374330184e-4,0.011077542799597181,9.99999000999999e-4,Free,0,Everyone,Entertainment,"November 26, 2017",1.2,4.0.3 and up,Free,Good,High,Medium
Five Nights at Freddy's,GAME,0.8999999999999999,0.0022453836532354615,0.04934541792547835,9.99999000999999e-4,Paid,0.007475000000000001,Teen,Action,"December 2, 2014",1.85,2.3 and up,Paid,Excellent,High,Large
Nights at Cube Pizzeria 3D – 3,FAMILY,0.75,3.535893427984973e-4,0.03927492447129909,9.99999000999999e-4,Free,0,Teen,Simulation,"March 3, 2017",1.5,4.2 and up,Free,Good,High,Large
7 Nights at Pixel Pizzeria - 2,GAME,0.75,5.160390767678459e-4,0.05337361530715005,9.99999000999999e-4,Free,0,Teen,Adventure,"July 9, 2018",1.3.0,4.4 and up,Free,Good,High,Large
Nights at Slender Pizzeria 3D,GAME,0.7749999999999999,5.851576184525969e-5,0.044310171198388724,9.9999000099999e-5,Free,0,Teen,Adventure,"May 22, 2017",1.1,4.2 and up,Free,Excellent,Medium,Large
DIRECTV,FAMILY,0.7749999999999999,0.005245368929627323,0.06243705941591138,0.00999999901,Free,0,Teen,Entertainment,"June 1, 2018",5.9.006,4.1 and up,Free,Excellent,High,Large
One Night at Golden Freddy's,GAME,0.575,6.0498214378273816e-5,0.0030211480362537764,9.9999000099999e-5,Free,0,Teen,Action,"December 7, 2017",0.1,2.3 and up,Free,Good,Medium,Small
DIRECTV for Tablets,FAMILY,0.725,5.373114606895144e-4,0.06847935548841894,9.99999000999999e-4,Free,0,Teen,Entertainment,"June 1, 2018",5.9.006,4.1 and up,Free,Good,High,Large
Nights at Cube Pizzeria 3D – 4,GAME,0.7749999999999999,1.7211697441123778e-4,0.038267875125881166,4.99999000499999e-4,Free,0,Teen,Adventure,"July 17, 2018",1.5.0,4.4 and up,Free,Excellent,High,Large
Five Nights at Neighbor House,GAME,0.8,4.853667493750318e-5,0.054380664652567974,9.9999000099999e-5,Free,0,Everyone 10+,Action,"January 26, 2018",1.1.0,4.2 and up,Free,Excellent,Medium,Large
Asylum Night Shift - Five Nights Survival,GAME,0.75,0.0013191551001141871,0.045317220543806644,0.004999999004999999,Free,0,Teen,Action,"June 26, 2018",1.6.5,4.1 and up,Free,Good,High,Large
Five Nights at Freddy's: SL,GAME,0.875,3.599821953487788e-4,0.0986908358509567,9.9999000099999e-5,Paid,0.007475000000000001,Teen,Action,"April 6, 2017",1.2,2.3 and up,Paid,Excellent,Medium,Large
Two Nights at jumpscare,GAME,0.7,1.325347479936411e-5,0.09063444108761329,9.9999000099999e-5,Free,0,Teen,Adventure,"August 17, 2017",1.0,4.1 and up,Free,Good,Medium,Large
Five Nights at Pizzeria,GAME,0.625,4.399262643486406e-5,0.02014098690835851,9.9999000099999e-5,Free,0,Teen,Action,"March 3, 2018",1.6,4.1 and up,Free,Good,Medium,Medium
Block Battles: Heroes at War - Multiplayer PVP,GAME,0.825,1.491739844224226e-4,0.045317220543806644,4.99999000499999e-4,Free,0,Everyone 10+,Action,"May 14, 2016",1.0.1,2.3 and up,Free,Excellent,High,Large
Five Nights at Freddy's 4,GAME,0.8999999999999999,4.736725069050047e-4,0.044310171198388724,9.9999000099999e-5,Paid,0.007475000000000001,Teen,Action,"July 26, 2015",1.1,2.3 and up,Paid,Excellent,Medium,Large
Five Nights at Flappy's,GAME,0.925,8.99899801503042e-5,0.023162134944612285,9.999000009999e-6,Free,0,Everyone,Arcade,"June 27, 2017",1.5.14,2.3.3 and up,Free,Excellent,Medium,Medium
5 Nights at Cube Pizzeria City,GAME,0.7,5.991907094166295e-5,0.0513595166163142,9.9999000099999e-5,Free,0,Teen,Adventure,"February 22, 2017",1.2,4.2 and up,Free,Good,Medium,Large
Five Nights at Freddy's 3,GAME,0.925,6.204630933382979e-4,0.04934541792547835,9.9999000099999e-5,Paid,0.007475000000000001,Teen,Action,"April 2, 2015",1.07,2.3 and up,Paid,Excellent,Medium,Large
Undertale AU Amino,SOCIAL,0.95,1.1957084491258243e-4,0.06243705941591138,4.9999000049999e-5,Free,0,Teen,Social,"July 13, 2018",1.8.19106,4.0.3 and up,Free,Excellent,Medium,Large
au,FAMILY,0.55,2.0325707150285294e-4,0.004833836858006042,9.99999000999999e-4,Free,0,Everyone,Strategy,"June 8, 2016",1.0.9,4.0 and up,Free,Good,High,Small
Au Mobile: Audition Chính Hiệu,GAME,0.725,0.0018995236478409634,0.022155085599194362,9.99999000999999e-4,Free,0,Mature 17+,Music,"July 17, 2018",1.8.0716,4.0.3 and up,Free,Good,High,Medium
AU Mobile Indonesia,GAME,0.65,3.6797882972352115e-4,0.022155085599194362,9.99999000999999e-4,Free,0,Everyone,Music,"May 9, 2018",1.8.0502,2.3 and up,Free,Good,High,Medium
Au Bon Pain,FOOD_AND_DRINK,0.675,1.5369575817749975e-6,0.025176233635448138,9.999000009999e-6,Free,0,Everyone,Food & Drink,"July 23, 2018",1.4,5.0 and up,Free,Good,Medium,Medium
Au Pair Legend,LIFESTYLE,0.8500000000000001,6.014181841728251e-7,0.00785498489425982,9.99000000999e-7,Free,0,Everyone,Lifestyle,"July 19, 2018",3.5,5.0 and up,Free,Excellent,Low,Small
Super Dancer,GAME,0.7749999999999999,0.002041837010014303,0.026183282980866064,9.99999000999999e-4,Free,0,Everyone,Arcade,"July 24, 2018",3.3,2.3 and up,Free,Excellent,High,Medium
AU Results - AU COE Corner,FAMILY,0.75,1.476815763357715e-5,0.001107754279959718,9.9999000099999e-5,Free,0,Everyone,Education,"December 14, 2017",2.2.5,4.1 and up,Free,Good,Medium,Small
"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,0.525,4.699971735572818e-6,0.011077542799597181,4.9999000049999e-5,Free,0,Everyone,Lifestyle,"September 26, 2017",2.1.4,4.1 and up,Free,Good,Medium,Medium
Au Weather Free,WEATHER,0.75,2.637330111335648e-5,0.004028197381671702,9.9999000099999e-5,Free,0,Everyone,Weather,"June 18, 2018",2.47.2,2.3 and up,Free,Good,Medium,Small
BringGo AU & NZ,MAPS_AND_NAVIGATION,0.44999999999999996,9.778614179698897e-6,0.022155085599194362,9.999000009999e-6,Paid,0.0024749999999999998,Everyone,Maps & Navigation,"May 10, 2018",2.5.9,2.3.3 and up,Paid,Average,Medium,Medium
AU Spark,FAMILY,0.675,1.5146828342130411e-5,0.007250755287009063,9.999000009999e-6,Free,0,Everyone,Education,"August 1, 2018",5.06,4.4 and up,Free,Good,Medium,Small
